image,name,CODE,type,brand,category,unit_code,cost,price,product_details
,ผ้าบุโซฟา,0-CPS-ORY531-36,standard,,CPS,pc,1,1,ผ้าบุโซฟา
,ผ้าบุโซฟา,0-CPS-ORY531-5,standard,,CPS,pc,1,1,ผ้าบุโซฟา
,ผ้าบุโซฟา,0-CPS-ORY531-6,standard,,CPS,pc,1,1,ผ้าบุโซฟา
,ผ้าโซฟา,0-CPS-PC-4,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-PC-5,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-PJ-01,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-PJ-02,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-PJ-03,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ลายดอกสีน้ำตาล,0-CPS-PJ-1A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายดอกสีน้ำตาล
,ผ้าโซฟา ลายดอกสีเขียว,0-CPS-PJ-2A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายดอกสีเขียว
,ผ้าโซฟา ลายดอกสีแดงสด,0-CPS-PJ-3A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายดอกสีแดงสด
,ผ้าโซฟา ลายดอกสีแดง,0-CPS-PJ-4A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายดอกสีแดง
,ผ้าโซฟา,0-CPS-QH186-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาล,0-CPS-RL-01,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาล
,ผ้าโซฟา,0-CPS-RS0768-04,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-RS1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาล(BZ968-4),0-CPS-RX-1,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาล(BZ968-4)
,ผ้าโซฟา ผ้าลายดอกสีน้ำตาล,0-CPS-S-0001,standard,,CPS,pc,1,1,ผ้าโซฟา ผ้าลายดอกสีน้ำตาล
,ผ้าโซฟา ผ้าพื้นสีน้ำตาล,0-CPS-S-0002,standard,,CPS,pc,1,1,ผ้าโซฟา ผ้าพื้นสีน้ำตาล
,ผ้าโซฟา ผ้าลายทางน้ำตาล-ขาว,0-CPS-S-0003,standard,,CPS,pc,1,1,ผ้าโซฟา ผ้าลายทางน้ำตาล-ขาว
,ผ้าโซฟา,0-CPS-S800-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-21,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-25,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-34,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-39,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-40,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-63,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-S800-9,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาลเข้ม (WC1132no.05V),0-CPS-ST-1,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาลเข้ม (WC1132no.05V)
,ผ้าโซฟา สีน้ำตาลเข้ม,0-CPS-STA322-06,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาลเข้ม
,SAMPLE T1608-1-23,0-CPS-T1608-1-23,standard,,CPS,pc,1,1,SAMPLE T1608-1-23
,ผ้าโซฟา,0-CPS-T26-6,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-T48,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1003-11,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1003-28,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1003-9,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-10,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-11,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-13,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-14,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-20,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-23,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-32,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-36,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-38,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-40,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-49,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-5,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-50,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-51,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-7,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1005-8,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB1006-23,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB-2R,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TB-2Y,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TH305-8,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TX632-17,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาล,0-CPS-TZ535-1,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาล
,ผ้าโซฟา,0-CPS-TZ535-1+4004-8,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-TZ535-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-WS212,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ลายดอกสีเทา(กันไฟ),0-CPS-WW-1A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายดอกสีเทา(กันไฟ)
,ผ้าโซฟา ลายทางสีเทา(กันไฟ),0-CPS-WW-1B,standard,,CPS,pc,1,1,ผ้าโซฟา ลายทางสีเทา(กันไฟ)
,ผ้าโซฟา ลายทางสีเทา,0-CPS-WW-1B#,standard,,CPS,pc,1,1,ผ้าโซฟา ลายทางสีเทา
,ผ้าโซฟาลายดอกสีช็อคโกแลต(กันไฟ),0-CPS-WW-2A,standard,,CPS,pc,1,1,ผ้าโซฟาลายดอกสีช็อคโกแลต(กันไฟ)
,ผ้าโซฟาผ้าโซฟาลายทางสีช็อคโกแลต(กันไฟ),0-CPS-WW-2B,standard,,CPS,pc,1,1,ผ้าโซฟาผ้าโซฟาลายทางสีช็อคโกแลต(กันไฟ)
,ผ้าโซฟาสีน้ำตาลดำ(กันไฟ),0-CPS-WW-3C,standard,,CPS,pc,1,1,ผ้าโซฟาสีน้ำตาลดำ(กันไฟ)
,ผ้าโซฟา,0-CPS-WZT052-16,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-WZT058-5,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-X149-B,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XB014-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF1515-14,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF1519A-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF1519A-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF1519B-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF677B-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF693A-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF693B-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XF727-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา สีน้ำตาล(แทนA22-17),0-CPS-XH048-10,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาล(แทนA22-17)
,ผ้าโซฟา สีแดงเลิอดหมู(แทนA22-15),0-CPS-XH048-16,standard,,CPS,pc,1,1,ผ้าโซฟา สีแดงเลิอดหมู(แทนA22-15)
,ผ้าโซฟา สีฟ้าเข้ม(แทนA22-11),0-CPS-XH048-36,standard,,CPS,pc,1,1,ผ้าโซฟา สีฟ้าเข้ม(แทนA22-11)
,ผ้าโซฟา สีน้ำตาล,0-CPS-XL101-10,standard,,CPS,pc,1,1,ผ้าโซฟา สีน้ำตาล
,ผ้าโซฟา,0-CPS-XRNX0033-07,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRNX0033-08,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRNX0033-09,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRNX0033-10,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRNX0033-19,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRSH121957-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XRSH121957-3#,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-XW-3,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-Y65-1B,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YB19,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YB19-1,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YB19-11,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(กันลามไฟ),0-CPS-YB19-UK,standard,,CPS,pc,1,1,ผ้าโซฟา(กันลามไฟ)
,ผ้าโซฟา(กันลามไฟ),0-CPS-YB19-US,standard,,CPS,pc,1,1,ผ้าโซฟา(กันลามไฟ)
,ผ้าโซฟา,0-CPS-YD2990-7,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YDZ990-7,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-10,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-12,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-14,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-16,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-18,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF362-6,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-17,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-23,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-24,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-28,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-MJ19-19,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YF902-MJ19-4,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ลายวงกลมสีน้ำตาล,0-CPS-YH005-2A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายวงกลมสีน้ำตาล
,ผ้าโซฟา ลายวงกลมสีม่วง,0-CPS-YH005-8A,standard,,CPS,pc,1,1,ผ้าโซฟา ลายวงกลมสีม่วง
,ผ้าโซฟา ผ้าพื้นสีม่วง,0-CPS-YH005-8B,standard,,CPS,pc,1,1,ผ้าโซฟา ผ้าพื้นสีม่วง
,ผ้าโซฟา,0-CPS-YH020-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YH028-2A,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YH03107,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YH052-10A,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ดาวอ้อฟ้า,0-CPS-YH07-3 ไม่ใช้,standard,,CPS,pc,1,1,ผ้าโซฟา ดาวอ้อฟ้า
,ผ้าโซฟา ปารีสสีฟ้า,0-CPS-YH11-1,standard,,CPS,pc,1,1,ผ้าโซฟา ปารีสสีฟ้า
,ผ้าโซฟา,0-CPS-YH11-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ปารีสมรกต,0-CPS-YH11-3,standard,,CPS,pc,1,1,ผ้าโซฟา ปารีสมรกต
,ผ้าโซฟา อิงแลนด์มรกต,0-CPS-YH17-1,standard,,CPS,pc,1,1,ผ้าโซฟา อิงแลนด์มรกต
,ผ้าโซฟา อิงแลนด์แดง,0-CPS-YH17-2,standard,,CPS,pc,1,1,ผ้าโซฟา อิงแลนด์แดง
,ผ้าโซฟา,0-CPS-YH20-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YH23,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YH97,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา ธงชาติสีแดง,0-CPS-YH98,standard,,CPS,pc,1,1,ผ้าโซฟา ธงชาติสีแดง
,ผ้าโซฟา ธงชาติสีเขียว,0-CPS-YH99,standard,,CPS,pc,1,1,ผ้าโซฟา ธงชาติสีเขียว
,ผ้าโซฟา,0-CPS-YO310,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา,0-CPS-YO310-9,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าโซฟา(กันลามไฟ),0-CPS-YO310-UK,standard,,CPS,pc,1,1,ผ้าโซฟา(กันลามไฟ)
,ผ้าโซฟา(กันลามไฟ),0-CPS-YO310-US,standard,,CPS,pc,1,1,ผ้าโซฟา(กันลามไฟ)
,ผ้าโซฟา 1.50เมตร,0-CPS-Z20-5A,standard,,CPS,pc,1,1,ผ้าโซฟา 1.50เมตร
,ผ้าโซฟา 1.50เมตร,0-CPS-Z20-5C,standard,,CPS,pc,1,1,ผ้าโซฟา 1.50เมตร
,ผ้าโซฟา,0-CPS-ZC302-2,standard,,CPS,pc,1,1,ผ้าโซฟา
,ผ้าพื้นสีแดง ลายดอกสีน้ำตาล,0-CPS-ZK07-15E,standard,,CPS,pc,1,1,ผ้าพื้นสีแดง ลายดอกสีน้ำตาล
,ผ้าโซฟาสีน้ำตาล(คู่กับผ้าพื้นN1-1-3C),0-CPS-ZK14-15,standard,,CPS,pc,1,1,ผ้าโซฟาสีน้ำตาล(คู่กับผ้าพื้นN1-1-3C)
,ผ้าโซฟา,0-CPS-ZUR177/15,standard,,CPS,pc,1,1,ผ้าโซฟา
,หนังกลับ สีเทา,0-CPV-1,standard,,CPV,pc,1,1,หนังกลับ สีเทา
,หนังกลับ สีเทา,0-CPV-1#,standard,,CPV,pc,1,1,หนังกลับ สีเทา
,หนังกลับ สีน้ำตาลเข้ม,0-CPV-10,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลเข้ม
,ผ้าโซฟา (Hyper),0-CPV-111,standard,,CPV,pc,1,1,ผ้าโซฟา (Hyper)
,หนังกลับ สีดำลายหนังช้าง,0-CPV-12,standard,,CPV,pc,1,1,หนังกลับ สีดำลายหนังช้าง
,หนังกลับ สีน้ำตาลอ่อน,0-CPV-16,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลอ่อน
,หนังกลับ สีน้ำตาลอ่อน,0-CPV-16#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลอ่อน
,หนังกลับ,0-CPV-16-1,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ สีครีม,0-CPV-167-1,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีครีม(ใช้192-5),0-CPV-167-10,standard,,CPV,pc,1,1,หนังกลับ สีครีม(ใช้192-5)
,หนังกลับ,0-CPV-167-11,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ(192-7),0-CPV-167-12,standard,,CPV,pc,1,1,หนังกลับ(192-7)
,หนังกลับ (ใช้192-8),0-CPV-167-13,standard,,CPV,pc,1,1,หนังกลับ (ใช้192-8)
,หนังกลับ(192-9),0-CPV-167-14,standard,,CPV,pc,1,1,หนังกลับ(192-9)
,หนังกลับสีน้ำตาล(ใช้ 192-10),0-CPV-167-15,standard,,CPV,pc,1,1,หนังกลับสีน้ำตาล(ใช้ 192-10)
,หนังกลับสีเทาเข้ม แทน 192-11,0-CPV-167-16,standard,,CPV,pc,1,1,หนังกลับสีเทาเข้ม แทน 192-11
,หนังกลับ สีแดง,0-CPV-167-17,standard,,CPV,pc,1,1,หนังกลับ สีแดง
,หนังกลับ สีเทา,0-CPV-167-2,standard,,CPV,pc,1,1,หนังกลับ สีเทา
,หนังกลับ สีน้ำตาล,0-CPV-167-3 ไม่ใช้,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ,0-CPV-167-4,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-167-5,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1677-11,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับสีน้ำตาล(192-9),0-CPV-1677-14,standard,,CPV,pc,1,1,หนังกลับสีน้ำตาล(192-9)
,หนังกลับ สีน้ำตาล,0-CPV-1677-3,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีน้ำตาลดำ,0-CPV-17,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีน้ำตาลดำ,0-CPV-17#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีครีม,0-CPV-18,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีครีม,0-CPV-18#,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีครีม,0-CPV-188-1,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีน้ำตาลอ่อน,0-CPV-188-2,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลอ่อน
,หนังกลับ สีน้ำตาล,0-CPV-188-3,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีเหลือง,0-CPV-188-4,standard,,CPV,pc,1,1,หนังกลับ สีเหลือง
,หนังกลับ สีแดง,0-CPV-188-5,standard,,CPV,pc,1,1,หนังกลับ สีแดง
,หนังกลับ สีครีม,0-CPV-1888-1,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีน้ำตาลอ่อน,0-CPV-1888-2,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลอ่อน
,หนังกลับ สีน้ำตาล,0-CPV-1888-3,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีแดง,0-CPV-1888-5,standard,,CPV,pc,1,1,หนังกลับ สีแดง
,หนังกลับ สีครีม,0-CPV-189-1,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีน้ำตาลอ่อน,0-CPV-189-2,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลอ่อน
,หนังกลับ สีน้ำตาล,0-CPV-189-3,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีน้ำตาลดำ,0-CPV-189-4,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีน้ำตาลแดง,0-CPV-189-5,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลแดง
,หนังกลับ สีแดง,0-CPV-189-6,standard,,CPV,pc,1,1,หนังกลับ สีแดง
,หนังกลับ,0-CPV-1899-1,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1899-2,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1899-3,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1899-4,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1899-5,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-1899-6,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ สีน้ำตาลดำ,0-CPV-19,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีน้ำตาลดำ,0-CPV-19#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีน้ำตาลดำ,0-CPV-19-1,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลดำ
,หนังกลับ สีน้ำตาล(167-15),0-CPV-1922-10,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล(167-15)
,หนังกลับ สีเทาเข้ม(167-16),0-CPV-1922-11,standard,,CPV,pc,1,1,หนังกลับ สีเทาเข้ม(167-16)
,หนังกลับ สีครีม(แทน167-10),0-CPV-1922-5,standard,,CPV,pc,1,1,หนังกลับ สีครีม(แทน167-10)
,หนังกลับ สีครีม(แทน167-11),0-CPV-1922-6,standard,,CPV,pc,1,1,หนังกลับ สีครีม(แทน167-11)
,หนังกลับ(167-12),0-CPV-1922-7,standard,,CPV,pc,1,1,หนังกลับ(167-12)
,หนังกลับ(แทน167-13),0-CPV-1922-8,standard,,CPV,pc,1,1,หนังกลับ(แทน167-13)
,หนังกลับสีน้ำตาล(167-14),0-CPV-1922-9,standard,,CPV,pc,1,1,หนังกลับสีน้ำตาล(167-14)
,SAMPLE CPV-19826+19827,0-CPV-19826+19827,standard,,CPV,pc,1,1,SAMPLE CPV-19826+19827
,หนังกลับ,0-CPV-19826-1,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19826-2,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19826-3,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19827-1,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19827-2,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19827-3,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-19827-4,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ สีเทา สินค้าลดราคา,0-CPV-1#-D,standard,,CPV,pc,1,1,หนังกลับ สีเทา สินค้าลดราคา
,หนังกลับ สีน้ำตาลเข้ม,0-CPV-2,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลเข้ม
,หนังกลับ สีน้ำตาลเข้ม,0-CPV-2#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลเข้ม
,หนังกลับ สีครีม,0-CPV-20,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีครีม,0-CPV-20#,standard,,CPV,pc,1,1,หนังกลับ สีครีม
,หนังกลับ สีเทาดำ,0-CPV-26,standard,,CPV,pc,1,1,หนังกลับ สีเทาดำ
,หนังกลับ สีเทาดำ,0-CPV-26#,standard,,CPV,pc,1,1,หนังกลับ สีเทาดำ
,หนังกลับ สีน้ำตาลเข้ม,0-CPV-29,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลเข้ม
,หนังกลับ สีเทา,0-CPV-3,standard,,CPV,pc,1,1,หนังกลับ สีเทา
,หนังกลับ สีเทา,0-CPV-3#,standard,,CPV,pc,1,1,หนังกลับ สีเทา
,หนังกลับ,0-CPV-33-1,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-33-2,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ,0-CPV-33-3,standard,,CPV,pc,1,1,หนังกลับ
,หนังกลับ สีน้ำตาล,0-CPV-4,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีน้ำตาล,0-CPV-4#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล
,หนังกลับ สีน้ำตาลเข้ม,0-CPV-5,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาลเข้ม
,หนังกลับ สีน้ำตาล(T3),0-CPV-725#,standard,,CPV,pc,1,1,หนังกลับ สีน้ำตาล(T3)
,ผ้าโซฟาสีครีม,0-CPV-729-1,standard,,CPV,pc,1,1,ผ้าโซฟาสีครีม
,ผ้าโซฟาสีเทา,0-CPV-729-2,standard,,CPV,pc,1,1,ผ้าโซฟาสีเทา
,ผ้าโซฟาสีน้ำตาลแดง,0-CPV-729-3,standard,,CPV,pc,1,1,ผ้าโซฟาสีน้ำตาลแดง
,ผ้าโซฟาสีกรม,0-CPV-729-4,standard,,CPV,pc,1,1,ผ้าโซฟาสีกรม
,ผ้าโซฟาสีน้ำตาล,0-CPV-729-5,standard,,CPV,pc,1,1,ผ้าโซฟาสีน้ำตาล
,ผ้าโซฟา สีเทาอ่อน,0-CPV-729-6,standard,,CPV,pc,1,1,ผ้าโซฟา สีเทาอ่อน
,ผ้าโซฟา,0-CPV-729-7,standard,,CPV,pc,1,1,ผ้าโซฟา
,SAMPLE CPV-729-732,0-CPV-729-732-SAMPLE,standard,,CPV,pc,1,1,SAMPLE CPV-729-732
,ผ้าโซฟาสีแดง,0-CPV-729-8,standard,,CPV,pc,1,1,ผ้าโซฟาสีแดง
,ผ้าโซฟา สีครีม,0-CPV-730-1,standard,,CPV,pc,1,1,ผ้าโซฟา สีครีม
,ผ้าโซฟา สีเทา,0-CPV-730-2,standard,,CPV,pc,1,1,ผ้าโซฟา สีเทา
,ผ้าโซฟา สีน้ำตาล,0-CPV-730-3,standard,,CPV,pc,1,1,ผ้าโซฟา สีน้ำตาล
